id;mlu;style;tempo;performer;feel;barsspan;startbar;startbeat;endbar;endbeat;notes;beats;rhythm;subrhythm
256_18;fragment;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;29;3;29;3;3;1;3;1110
256_19;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;2;29;4;30;3;6;4;1,1,1,3;01,1,1,1110
256_20;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;2;30;4;31;4;8;5;1,2,2,2,1;01,11,11,11,1
256_21;melody;FUSION;MEDIUM UP;Kenny Garrett;FUNK;3;32;2;34;4;21;11;3,2,3,1,2,1,2,3,2,1,1;111,11,0111,1,011,1,11,111,11,1,1
256_22;melody;FUSION;MEDIUM UP;Kenny Garrett;FUNK;2;35;1;36;4;14;8;1,2,1,3,1,2,2,2;01,11,1,100011,01,11,11,11
256_23;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;3;37;1;39;2;20;10;1,2,2,2,2,2,2,2,3,2;01,11,11,11,11,11,11,11,1110,11
256_24;melody;FUSION;MEDIUM UP;Kenny Garrett;FUNK;2;40;1;41;2;8;4;3,3,1,1;1110,100011,1,1
256_25;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;4;42;1;45;3;35;15;2,3,1,3,3,1,2,4,2,2,3,2,2,3,2;11,111,1,1101,0111,1,11,1111,11,11,0111,11,11,0111,0110
256_26;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;4;45;4;48;1;24;10;1,3,3,1,3,4,2,2,4,1;1,1101,111,01,111,011101,11,11,1111,1
256_27;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;2;48;2;49;4;17;7;2,5,2,3,2,2,1;11,101111,011,1110,11,1001,01
256_28;melody;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;50;1;50;2;5;2;2,4;00011,1111
256_29;melody;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;50;2;50;4;8;3;4,2,5;1111,11,11111
257_1;melody;FUSION;MEDIUM UP;Kenny Garrett;FUNK;5;0;1;4;2;27;11;2,3,1,3,2,3,3,3,2,3,2;0110,1101,01,1101,011,0111,111,1101,11,111,11
257_2;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;2;4;4;5;4;10;5;4,2,2,1,1;1111,11,11,1,1
257_3;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;2;6;2;7;3;14;6;3,4,2,2,2,1;0111,011110,11,11,11,01
257_4;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;8;1;8;4;8;4;1,1,2,4;01,1,11,1111
257_5;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;9;3;9;4;4;2;2,2;11,11
257_6;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;10;1;10;4;6;4;1,2,1,2;01,1001,01,11
257_7;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;11;1;11;4;6;4;1,2,2,1;01,11,11,1
257_8;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;12;1;12;4;5;4;2,1,1,1;0110,1,1,1
257_9;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;13;1;13;4;6;4;2,2,1,1;011,11,1,1
257_10;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;14;1;14;4;7;4;2,2,2,1;0110,11,11,1
257_11;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;15;1;15;4;7;4;2,2,2,1;0110,11,011,1
257_12;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;16;1;16;4;9;4;2,2,2,3;011,11,11,111000
257_13;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;17;1;17;4;10;4;2,4,2,2;0110,01000111,11,11
257_14;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;18;1;18;4;8;4;1,3,1,3;01,111,1,1110
257_15;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;3;19;1;21;3;25;11;1,3,3,4,2,2,2,2,2,2,2;01,111,0111,1111,11,11,11,11,11,11,11
257_16;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;2;21;4;22;3;9;4;1,4,2,2;01,1111,11,0110
257_17;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;2;22;4;23;3;8;4;1,2,1,4;1,11,01,01000111
257_18;expressive;FUSION;MEDIUM UP;Kenny Garrett;FUNK;4;24;1;27;3;20;10;1,2,3,3,3,2,1,2,1,2;0001,11,011001,1110,011100,11,1,11,01,1100
257_19;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;4;28;2;31;2;27;13;3,2,3,3,2,1,2,3,2,2,2,1,1;111,11,1110,010101,011,01,0110,0111,11,11,11,01,01
257_20;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;32;1;32;2;4;2;2,2;0011,11
257_21;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;32;3;32;4;3;2;1,2;1,11
257_22;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;33;1;33;2;4;2;2,2;11,11
257_23;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;33;3;33;4;7;2;1,6;01,01111011
257_24;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;34;1;34;4;12;4;2,3,1,6;011,011001,01,111111
257_25;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;2;35;1;36;4;18;8;2,3,2,2,1,2,2,4;011,1101,011,11,01,11,11,111100
257_26;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;2;37;1;38;4;17;8;2,3,1,3,1,2,1,4;0110,1101,1,1011,01,11,1,1111
257_27;rhythm;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;39;1;39;4;10;4;2,4,2,2;0110,101011,0110,0011
257_28;expressive;FUSION;MEDIUM UP;Kenny Garrett;FUNK;2;40;1;41;1;8;4;1,2,4,1;01,11,001111,01
257_29;expressive;FUSION;MEDIUM UP;Kenny Garrett;FUNK;2;41;3;42;1;9;3;3,4,2;000111,001111,11
257_30;expressive;FUSION;MEDIUM UP;Kenny Garrett;FUNK;2;42;3;43;1;8;3;1,3,4;1,1110,110011
257_31;expressive;FUSION;MEDIUM UP;Kenny Garrett;FUNK;5;43;3;47;2;37;16;4,1,2,2,2,2,3,3,2,2,2,2,2,4,2,2;101110,1,11,11,11,11,1110,111,11,11,11,11,11,1111,11,011
257_32;expressive;FUSION;MEDIUM UP;Kenny Garrett;FUNK;4;47;4;50;2;23;10;3,2,2,3,2,3,2,2,2,2;111,11,11,001011,11,1110,11,11,11,11
257_33;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;4;50;3;53;3;21;13;1,1,2,2,1,3,1,2,3,2,1,1,1;01,01,11,11,1,1011,01,11,111,11,01,01,1
257_34;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;3;53;4;55;2;13;7;2,2,2,2,2,2,1;11,11,11,11,11,11,01
257_35;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;3;55;4;57;3;15;8;4,2,2,1,2,2,1,1;1111,11,11,1,1100,11,01,1
257_36;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;58;1;58;2;3;2;2,1;11,1
257_37;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;58;3;58;4;4;2;2,2;0011,11
257_38;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;59;1;59;3;4;3;2,1,1;0011,01,1
257_39;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;60;1;60;2;4;2;3,1;111000,1
257_40;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;3;60;4;62;2;7;6;1,2,1,1,1,1;01,110,01,1,1,1
257_41;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;63;1;63;2;3;2;2,1;110,01
257_42;lick;FUSION;MEDIUM UP;Kenny Garrett;FUNK;1;64;1;64;2;2;2;1,1;1,1
258_1;lick;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;2;0;3;1;2;6;4;1,2,2,1;01,0110,11,1
258_2;line;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;3;2;3;4;3;22;8;3,3,3,2,4,2,4,1;111,111,111,011,101101,11,1111,1
258_3;line;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;3;6;1;8;1;23;8;2,4,3,3,3,3,3,2;11,101011,010101,0111,0111,0111,0111,011
258_4;melody;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;2;10;1;11;3;8;4;2,2,2,2;11,1001,11,1001
258_5;line;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;3;13;3;15;3;26;9;4,2,3,3,3,3,4,3,1;101101,011,111,111,111,111,1111,111,1
258_6;lick;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;3;15;4;17;4;13;8;1,1,1,3,1,1,4,1;01,1,1,1011,1,01,110101,1
258_7;lick;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;2;18;3;19;2;9;4;4,2,2,1;1111,11,011,1
258_8;lick;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;2;20;1;21;2;10;5;3,1,2,3,1;0111,1,0011,111,1
258_9;line;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;3;22;3;24;2;22;8;1,4,3,3,3,2,3,3;01,1111,111,111,111,110,111,111
258_10;lick;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;5;25;3;29;3;12;6;3,2,1,1,1,4;111,11,1,1,0001,111100
258_11;line;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;5;31;1;35;4;57;20;3,4,3,2,2,1,3,3,3,4,2,3,3,4,2,4,3,3,2,3;111,101011,111,11,11,1,0111,0111,111,101101,0110,111,111,1111,11,11011,001101,010101,011,111
258_12;lick;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;1;36;3;36;4;4;2;3,1;1011,000001
258_13;lick;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;3;38;4;40;4;13;9;1,1,1,2,1,2,1,3,1;0001,01,1,1001,01,11,01,1011,01
258_14;expressive;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;2;41;3;42;1;5;3;3,1,1;111,0001,0001
258_15;expressive;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;1;43;1;43;2;4;2;2,2;000011,1100
258_16;lick;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;2;43;4;44;4;11;5;3,3,3,1,1;111,111,111,1,01
258_17;line;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;4;47;1;50;2;29;11;3,3,3,3,2,2,2,3,1,3,4;111,111,111,111,11,11,11,00111,01,1011,1111
258_18;line;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;2;50;4;51;3;15;4;2,5,6,2;000011,011111,0111111,0110
258_19;line;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;3;52;1;54;1;22;9;1,3,3,3,3,2,3,3,1;0001,1011,0111,010101,010101,11,111,111,1
258_20;melody;POSTBOP;MEDIUM UP;Kenny Wheeler;LATIN/FUNK;3;54;3;56;3;12;6;1,2,1,2,4,2;01,0110,0001,0110,1111,11
259_1;melody;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;3;2;2;4;2;16;7;3,2,1,2,1,4,3;0111,11,0001,11,1,1111,0111
259_2;line;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;3;5;2;7;2;31;9;3,4,3,4,4,4,3,4,2;1011,01010101,0111,101011,011011,1111,0111,1111,11
259_3;melody;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;2;8;1;9;1;9;5;4,2,1,1,1;1111,1001,01,01,1
259_4;line;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;3;9;3;11;1;18;7;2,1,2,5,3,3,2;0011,1,0011,11001011,0111,111,1001
259_5;expressive;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;2;11;4;12;2;4;2;3,1;1011,01
259_6;melody;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;2;12;3;13;3;5;4;1,2,1,1;0001,110,01,1
259_7;line;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;3;13;4;15;3;24;8;1,3,4,4,3,4,2,3;01,1011,1111,1111,111,01111,11,1011
259_8;rhythm;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;2;16;1;17;4;22;8;1,3,3,3,3,3,4,2;0001,1110,1011,0111,01000101,0111,1111,11
259_9;line;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;2;18;3;19;2;12;4;3,4,3,2;1011,101011,111,1100
259_10;expressive;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;2;19;3;20;3;4;3;2,1,1;00000011,01,01
259_11;expressive;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;1;21;1;21;3;6;2;3,3;111,1110
259_12;line;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;3;22;1;24;2;37;10;2,5,4,5,4,4,4,3,3,3;011,11111,101011,01110101,011011,0101011,010111,0111,111,111
259_13;melody;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;1;25;1;25;4;7;4;3,2,1,1;111,1001,1,1
259_14;melody;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;3;26;1;28;1;23;8;1,3,4,2,4,4,4,1;00000001,0111,1111,11,10111,1111,1111,1
259_15;lick;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;2;28;3;29;4;11;5;4,2,1,2,2;1111,11,0001,011,11
259_16;line;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;3;30;1;32;1;30;9;1,3,3,4,3,5,3,5,3;000001,001011,010011,01111,0111,11010101,0111,11011001,1011
259_17;melody;FUSION;MEDIUM SLOW;Kenny Wheeler;FUNK;2;32;3;33;1;5;3;2,2,1;001001,11,1
260_1;lick;POSTBOP;MEDIUM;Kenny Wheeler;SWING;1;2;3;2;4;4;2;3,1;1011,1
260_2;lick;POSTBOP;MEDIUM;Kenny Wheeler;SWING;4;3;4;6;2;25;11;1,2,3,1,3,3,3,3,3,2,1;01,11,111,0001,0111,0111,0111,111,111,110,1
260_3;lick;POSTBOP;MEDIUM;Kenny Wheeler;SWING;2;6;4;7;1;3;2;2,1;0000101,1
260_4;lick;POSTBOP;MEDIUM;Kenny Wheeler;SWING;2;8;1;9;1;11;4;1,2,5,3;01,11,101111,1110
260_5;line;POSTBOP;MEDIUM;Kenny Wheeler;SWING;4;9;3;12;1;38;11;3,4,3,4,4,3,4,3,3,4,3;0111,1111,0111,101101,011011,0111,101011,0111,0111,011011,1110
260_6;lick;POSTBOP;MEDIUM;Kenny Wheeler;SWING;2;12;3;13;2;6;4;2,2,1,1;11,1001,01,1
260_7;lick;POSTBOP;MEDIUM;Kenny Wheeler;SWING;4;13;4;16;2;14;8;3,2,1,2,2,2,1,1;0111,11,000001,11,11,11,01,01
260_8;lick;POSTBOP;MEDIUM;Kenny Wheeler;SWING;2;16;4;17;4;9;5;2,2,2,1,2;000011,11,010001,01,11
260_9;lick;POSTBOP;MEDIUM;Kenny Wheeler;SWING;3;18;4;20;4;15;7;2,3,3,3,1,2,1;11,111,111,111,1,1100,1
260_10;line;POSTBOP;MEDIUM;Kenny Wheeler;SWING;2;21;1;22;3;21;7;1,3,3,4,3,4,3;000001,110001,0111,011011,0111,1111,1110
260_11;lick;POSTBOP;MEDIUM;Kenny Wheeler;SWING;2;22;4;23;3;11;4;4,3,2,2;001111,111,0011,0110
260_12;lick;POSTBOP;MEDIUM;Kenny Wheeler;SWING;2;24;1;25;1;9;5;1,3,1,3,1;1,1101,0001,0111,1
260_13;expressive;POSTBOP;MEDIUM;Kenny Wheeler;SWING;5;25;3;29;1;24;13;1,3,2,2,2,4,1,2,2,1,1,1,2;1,011100,11,001001,0110,111001,1,1100,1001,01,0001,01,11
260_14;line;POSTBOP;MEDIUM;Kenny Wheeler;SWING;3;29;4;31;2;16;6;4,3,3,4,1,1;1111,111,111,101011,01,1
260_15;lick;POSTBOP;MEDIUM;Kenny Wheeler;SWING;2;31;3;32;2;10;4;5,1,2,2;0011111,1,11,011
260_16;lick;POSTBOP;MEDIUM;Kenny Wheeler;SWING;3;32;4;34;1;14;5;3,3,1,3,4;0111,111,1,0111,1111
260_17;line;POSTBOP;MEDIUM;Kenny Wheeler;SWING;4;34;4;37;1;26;10;3,4,3,3,3,2,3,3,1,1;111,10010101,001011,0111,111,11,0111,0111,1,1
261_1;theme;TRADITIONAL;MEDIUM UP;Kid Ory;TWOBEAT;5;0;4;4;4;22;17;1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2;01,1,1,11,01,01,11,11,1,1,11,000001,01,01,11,01,100001
261_2;melody;TRADITIONAL;MEDIUM UP;Kid Ory;TWOBEAT;5;4;4;8;3;14;11;2,1,2,1,1,1,1,1,2,2,1;100001,1,11,01,01,01,1,000001,011,11,1
261_3;theme;TRADITIONAL;MEDIUM UP;Kid Ory;TWOBEAT;3;8;4;10;4;12;9;1,1,1,2,1,1,2,2,1;01,1,1,11,01,01,11,11,1
261_4;lick;TRADITIONAL;MEDIUM UP;Kid Ory;TWOBEAT;2;11;1;12;1;7;5;2,1,1,2,1;1001,01,01,11,1
261_5;lick;TRADITIONAL;MEDIUM UP;Kid Ory;TWOBEAT;3;12;3;14;3;13;9;1,1,1,2,2,1,2,2,1;01,01,1,11,11,0001,11,11,01
261_6;lick;TRADITIONAL;MEDIUM UP;Kid Ory;TWOBEAT;2;15;1;16;4;12;8;1,2,2,2,2,1,1,1;01,011,11,11,11,01,1,1
262_1;lick;TRADITIONAL;MEDIUM UP;Kid Ory;TWOBEAT;2;0;4;1;2;5;3;1,2,2;01,11,11
262_2;lick;TRADITIONAL;MEDIUM UP;Kid Ory;TWOBEAT;2;2;2;3;1;8;4;3,2,2,1;1101,11,11,1
262_3;lick;TRADITIONAL;MEDIUM UP;Kid Ory;TWOBEAT;2;4;4;5;3;7;4;4,1,1,1;110011,01,01,1
262_4;lick;TRADITIONAL;MEDIUM UP;Kid Ory;TWOBEAT;2;6;1;7;1;9;5;4,1,1,2,1;110011,01,01,11,1
262_5;lick;TRADITIONAL;MEDIUM UP;Kid Ory;TWOBEAT;2;8;3;9;3;7;4;1,2,3,1;01,1001,010011,01
262_6;lick;TRADITIONAL;MEDIUM UP;Kid Ory;TWOBEAT;3;9;4;11;1;7;6;1,1,1,2,1,1;000001,0001,01,1001,01,1
263_1;lick;TRADITIONAL;UP;Kid Ory;TWOBEAT;3;0;2;2;4;11;9;1,1,1,1,2,1,1,1,2;1,1,1,1,11,01,1,1,11
263_2;lick;TRADITIONAL;UP;Kid Ory;TWOBEAT;2;3;3;4;3;7;5;2,1,1,2,1;1001,01,1,11,01
263_3;rhythm;TRADITIONAL;UP;Kid Ory;TWOBEAT;2;5;1;6;3;11;7;1,2,2,1,2,2,1;01,1001,11,0001,1001,11,1
263_4;theme;TRADITIONAL;UP;Kid Ory;TWOBEAT;5;7;1;11;3;15;13;1,1,1,1,1,1,1,2,1,1,1,2,1;1,01,0001,01,1,1,1,11,01,1,1,11,1
263_5;lick;TRADITIONAL;UP;Kid Ory;TWOBEAT;3;12;1;14;1;8;7;1,2,1,1,1,1,1;01,11,1,1,1,01,1
264_1;lick;TRADITIONAL;MEDIUM;Kid Ory;TWOBEAT;1;1;1;1;2;4;2;2,2;1001,11
264_2;lick;TRADITIONAL;MEDIUM;Kid Ory;TWOBEAT;1;2;1;2;2;5;2;3,2;1101,11
264_3;lick;TRADITIONAL;MEDIUM;Kid Ory;TWOBEAT;2;3;1;4;2;11;5;3,2,1,3,2;1011,1001,1,1011,11
264_4;lick;TRADITIONAL;MEDIUM;Kid Ory;TWOBEAT;1;5;1;5;2;6;2;4,2;011011,011
264_5;lick;TRADITIONAL;MEDIUM;Kid Ory;TWOBEAT;1;6;1;6;4;9;4;3,2,2,2;1101,11,11,010001
264_6;lick;TRADITIONAL;MEDIUM;Kid Ory;TWOBEAT;2;7;3;8;1;6;3;3,2,1;1011,11,1
264_7;lick;TRADITIONAL;MEDIUM;Kid Ory;TWOBEAT;2;8;3;9;2;8;4;1,3,2,2;01,1011,110,11
264_8;lick;TRADITIONAL;MEDIUM;Kid Ory;TWOBEAT;1;10;1;10;4;8;4;3,3,1,1;1101,1011,01,1
264_9;lick;TRADITIONAL;MEDIUM;Kid Ory;TWOBEAT;2;11;1;12;4;2;2;1,1;01,01
265_1;theme;TRADITIONAL;UP;Kid Ory;TWOBEAT;2;1;1;2;4;7;6;2,1,1,1,1,1;1001,0001,0001,01,1,01
265_2;theme;TRADITIONAL;UP;Kid Ory;TWOBEAT;2;5;1;6;4;9;7;1,1,2,1,1,1,2;1,1,11,01,01,01,11
265_3;melody;TRADITIONAL;UP;Kid Ory;TWOBEAT;2;9;2;10;2;8;5;1,1,3,2,1;1,1,111,110,01
265_4;melody;TRADITIONAL;UP;Kid Ory;TWOBEAT;2;11;1;12;2;6;5;1,1,2,1,1;1,1,11,01,1
265_5;melody;TRADITIONAL;UP;Kid Ory;TWOBEAT;2;13;1;14;2;6;5;2,1,1,1,1;11,01,0001,1,01
265_6;melody;TRADITIONAL;UP;Kid Ory;TWOBEAT;1;15;2;15;4;3;3;1,1,1;1,0001,01
265_7;theme;TRADITIONAL;UP;Kid Ory;TWOBEAT;3;17;1;19;1;8;7;1,1,2,1,1,1,1;1,1,11,01,1,01,1
265_8;melody;TRADITIONAL;UP;Kid Ory;TWOBEAT;2;21;1;22;4;9;7;1,1,2,1,1,1,2;1,1,11,01,01,01,11
265_9;lick;TRADITIONAL;UP;Kid Ory;TWOBEAT;2;25;1;26;2;8;6;1,1,1,1,2,2;1,1,1,1,11,11
265_10;lick;TRADITIONAL;UP;Kid Ory;TWOBEAT;2;27;1;28;2;6;5;1,1,1,1,2;000001,0001,01,1,1001
265_11;theme;TRADITIONAL;UP;Kid Ory;TWOBEAT;5;29;1;33;1;15;11;1,1,2,1,1,1,1,2,2,2,1;1,1,11,01,1,01,01,11,11,11,1
266_1;line;COOL;UP;Lee Konitz;SWING;6;-12;2;-7;2;39;21;2,2,1,2,2,2,1,2,2,1,2,1,3,2,2,2,2,2,2,2,2;11,11,01,11,11,11,1,11,11,01,110,01,1101,11,11,11,11,11,11,11,11
266_2;line;COOL;UP;Lee Konitz;SWING;4;-6;2;-3;4;25;14;2,2,2,2,2,2,2,1,2,2,2,1,1,2;11,11,11,11,11,11,11,1,11,11,1001,1,1,11
266_3;line;COOL;UP;Lee Konitz;SWING;3;-1;1;1;1;15;9;1,1,2,2,2,2,2,2,1;01,01,11,11,11,11,11,11,1
266_4;lick;COOL;UP;Lee Konitz;SWING;5;1;2;5;2;24;16;1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1;0001,1,0001,11,1001,11,11,1,11,11,1,11,11,1,1,1
266_5;lick;COOL;UP;Lee Konitz;SWING;5;7;2;11;1;26;15;2,2,2,1,1,2,2,2,2,2,2,2,2,1,1;011,11,11,1,0001,11,110,11,11,11,11,11,11,1,1
266_6;line;COOL;UP;Lee Konitz;SWING;5;11;3;15;3;31;16;1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2;01,11,11,11,011100,11,011,11,11,11,11,11,1,11,1001,11
266_7;lick;COOL;UP;Lee Konitz;SWING;6;18;3;23;1;28;19;1,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1;01,11,11,11,11,1,1,1,11,1,1,1,11,11,1,1,11,11,1
266_8;line;COOL;UP;Lee Konitz;SWING;10;24;2;33;1;55;33;1,2,2,2,2,2,3,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1;0001,11,11,11,11,11,1101,11,11,1,1001,01,1,1,1,11,1,1,11,011,11,1,11,11,11,11,11,1001,11,11,01,1,1
266_9;line;COOL;UP;Lee Konitz;SWING;10;34;4;43;3;62;35;1,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1;01,1011,11,11,11,11,11,11,1,11,11,011,11,11,1,11,1,1,110,11,0011,11,11,11,11,11,011,11,11,11,0001,11,0001,1,1
266_10;lick;COOL;UP;Lee Konitz;SWING;5;44;2;48;1;28;15;1,2,2,2,2,2,3,2,2,1,2,2,1,2,2;1,11,11,11,11,11,1011,1001,11,1,11,11,1,11,1001
266_11;line;COOL;UP;Lee Konitz;SWING;5;49;4;53;2;28;15;2,2,2,2,1,2,2,2,2,2,2,2,2,2,1;000011,11,11,11,1,1001,11,11,11,1001,11,11,1001,1001,1
266_12;fragment;COOL;UP;Lee Konitz;SWING;11;54;1;64;1;68;38;1,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1;01,1,01,11,11,11,11,1011,11,11,11,11,1,11,011,11,11,11,11,1,11,1001,11,1,11,11,11,1,1001,11,11,1,11,11,11,11,11,1
266_13;line;COOL;UP;Lee Konitz;SWING;7;65;2;71;2;42;24;1,1,2,1,2,2,2,1,2,1,2,3,3,3,1,1,2,2,1,2,2,1,2,2;01,1,11,1,11,11,11,0001,11,1,11,1011,0111,1011,01,1,11,11,01,11,11,1,11,11
266_14;line;COOL;UP;Lee Konitz;SWING;10;72;3;81;1;64;34;1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,3,2,3,3,3,2,1;01,11,11,11,0111,11,11,1001,11,11,11,11,11,11,1,0001,01,1,01,1,11,11,11,1,11,11,11,1101,11,110001,0111,111,110,1
266_15;lick;COOL;UP;Lee Konitz;SWING;6;83;2;88;4;44;22;1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3;01,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1001,11,11,1011
266_16;lick;COOL;UP;Lee Konitz;SWING;7;89;3;95;1;37;20;1,4,1,1,3,1,1,4,1,2,2,2,1,2,2,2,2,2,1,2;01,1111,1,01,0111,01,0001,1111,1,11,11,1001,1,11,11,11,11,1001,01,11
266_17;lick;COOL;UP;Lee Konitz;SWING;2;97;1;98;4;9;7;1,1,2,1,2,1,1;0001,01,11,01,11,1,1
266_18;line;COOL;UP;Lee Konitz;SWING;3;99;1;101;3;20;11;1,2,1,2,2,2,2,2,1,2,3;01,11,01,11,11,11,11,11,1,11,111
266_19;line;COOL;UP;Lee Konitz;SWING;4;102;2;105;3;21;13;2,1,2,2,1,2,2,1,2,2,2,1,1;11,01,11,11,01,11,11,01,11,11,11,1,1
266_20;line;COOL;UP;Lee Konitz;SWING;4;106;4;109;1;20;10;2,3,2,2,2,2,2,1,2,2;0011,010011,11,11,11,11,11,1,11,11
267_1;line;COOL;UP;Lee Konitz;SWING;5;1;3;5;2;31;16;2,2,2,2,2,2,1,2,2,2,2,3,1,2,2,2;0011,11,11,11,11,11,1,11,11,11,11,1011,01,11,11,11
267_2;line;COOL;UP;Lee Konitz;SWING;8;8;3;15;1;46;26;2,1,3,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1;1001,01,1011,01,11,11,11,11,11,11,11,11,11,11,1,11,1,11,11,11,11,11,1,1,11,01
267_3;line;COOL;UP;Lee Konitz;SWING;4;17;1;20;4;31;16;1,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2;01,11,11,11,11,11,11,11,1,1101,11,11,11,11,11,11
